element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Mo,1,"=""509.6637""","=""""","=""509.6637+""","=""100""","=""3.6e+06""",B,"=""20950.853""","=""40566.167""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""509.7517""","=""""","=""509.7517+""","=""130""","=""2.50e+06""",B+,"=""18356.491""","=""37968.418""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""509.8027""","=""""","=""509.8028+""","=""35""","=""1.14e+06""",B+,"=""20350.507""","=""39960.469""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""510.9708""","=""""","=""510.9708+""","=""130""","=""2.80e+06""",B+,"=""20350.507""","=""39915.644""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""511.4966""","=""""","=""511.4966+""","=""80""","=""2.89e+06""",B+,"=""18356.491""","=""37901.516""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""511.6955""","=""""","=""511.6956+""","=""35""","=""6.4e+05""",B,"=""20950.853""","=""40488.277""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d5.(4P).5p""","=""x 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""512.3820""","=""""","=""512.3820+""","=""29""","=""2.09e+06""",B,"=""27415.053""","=""46926.304""","=""4d5.(4P).5s""","=""b 3P""","=""2""","=""4d5.(2D).5p""","=""w 3F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""514.5378""","=""""","=""514.5378+""","=""150""","=""8.8e+06""",B,"=""20607.435""","=""40036.940""","=""4d4.5s2""","=""a 3P""","=""0""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""514.7383""","=""""","=""514.7384+""","=""110""","=""3.41e+06""",B+,"=""18479.582""","=""37901.516""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""516.3180""","=""""","=""516.3179+""","=""80""","=""2.03e+07""",B,"=""31913.171""","=""51275.691""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""4""","=""4d4.5s.(6D).6s""","=""f 7D""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""516.7746""","=""""","=""516.7745+""","=""100""","=""3.2e+06""",B,"=""21618.630""","=""40964.040""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""517.1064""","=""""","=""517.1066+""","=""184""","=""1.84e+07""",B,"=""25614.367""","=""44947.356""","=""4d5.(6S).5p""","=""z 7P*""","=""2""","=""4d5.(6S).5d""","=""e 7D""","=""3""",5,7,,"=""T5293""","=""L10250""",
Mo,1,"=""517.1240""","=""""","=""517.1241+""","=""40""","=""1.75e+06""",B+,"=""20130.313""","=""39462.647""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""2""",3,5,,"=""T5293""","=""L10250""",
Mo,1,"=""517.2940""","=""""","=""517.2942+""","=""230h""","=""4.1e+07""",B,"=""25614.367""","=""44940.344""","=""4d5.(6S).5p""","=""z 7P*""","=""2""","=""4d5.(6S).5d""","=""e 7D""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""517.4180""","=""""","=""517.4182+""","=""160h""","=""5.8e+07""",B,"=""25614.367""","=""44935.711""","=""4d5.(6S).5p""","=""z 7P*""","=""2""","=""4d5.(6S).5d""","=""e 7D""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""519.1454""","=""""","=""519.1456+""","=""40""","=""1.62e+07""",B,"=""31533.206""","=""50790.261""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""3""","=""4d4.5s.(6D).6s""","=""f 7D""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""520.0153""","=""""","=""520.0152+""","=""110""","=""3.2e+06""",B,"=""21618.630""","=""40843.482""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""520.0738""","=""""","=""520.0739+""","=""50""","=""1.00e+06""",B+,"=""18356.491""","=""37579.174""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""521.0434""","=""""","=""521.0432+""","=""26""","=""4.1e+04""",C+,"=""12346.280""","=""31533.206""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""521.1857""","=""""","=""521.1857+""","=""50""","=""1.30e+06""",B+,"=""20280.968""","=""39462.647""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""521.9398""","=""""","=""521.9398+""","=""80""","=""6.7e+06""",B,"=""22244.375""","=""41398.340""","=""4d4.5s2""","=""a 3P""","=""1""","=""""","=""3*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""523.1059""","=""""","=""523.1059+""","=""65""","=""8.7e+06""",B,"=""31484.615""","=""50595.883""","=""4d4.5s2""","=""b 1I""","=""6""","=""4d5.(2I).5p""","=""z 3K*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""523.2360""","=""""","=""523.2360+""","=""26""","=""2.10e+06""",B,"=""20930.425""","=""40036.940""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""523.4258""","=""""","=""523.4257+""","=""100""","=""1.47e+06""",B+,"=""18479.582""","=""37579.174""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""523.8205""","=""""","=""523.8206+""","=""460h""","=""3.7e+07""",B,"=""25871.887""","=""44957.079""","=""4d5.(6S).5p""","=""z 7P*""","=""3""","=""4d5.(6S).5d""","=""e 7D""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""524.0874""","=""""","=""524.0876+""","=""230h""","=""3.9e+07""",B,"=""25871.887""","=""44947.356""","=""4d5.(6S).5p""","=""z 7P*""","=""3""","=""4d5.(6S).5d""","=""e 7D""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""524.2802""","=""""","=""524.2803+""","=""110h""","=""2.01e+07""",B,"=""25871.887""","=""44940.344""","=""4d5.(6S).5p""","=""z 7P*""","=""3""","=""4d5.(6S).5d""","=""e 7D""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""524.5505""","=""""","=""524.5505+""","=""100""","=""2.63e+06""",B,"=""20930.425""","=""39989.061""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""525.9032""","=""""","=""525.9032+""","=""150""","=""5.2e+06""",B+,"=""20950.853""","=""39960.469""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""526.0141""","=""""","=""526.0143+""","=""16""","=""9.1e+06""",B,"=""30846.584""","=""49852.184""","=""4d4.5s.(6D).5p""","=""z 7D*""","=""1""","=""4d4.5s.(6D).6s""","=""f 7D""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""526.1132""","=""""","=""526.1132+""","=""65""","=""2.04e+06""",A,"=""20157.802""","=""39159.828""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""526.1532""","=""""","=""526.1530+""","=""37""","=""1.13e+07""",B,"=""31154.935""","=""50155.527""","=""4d4.5s.(6D).5p""","=""z 7D*""","=""2""","=""4d4.5s.(6D).6s""","=""f 7D""","=""3""",5,7,,"=""T5293""","=""L10250""",
Mo,1,"=""526.8932""","=""""","=""526.8933+""","=""20*""","=""7.08e+05""",A,"=""22875.942""","=""41849.838""","=""4d4.5s2""","=""a 3P""","=""2""","=""4d5.(4G).5p""","=""y 3F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""527.1783""","=""""","=""527.1783+""","=""35""","=""6.3e+05""",B+,"=""20157.802""","=""39121.439""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d5.(4G).5p""","=""z 5G*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""527.6262""","=""""","=""527.6263+""","=""35""","=""8.6e+05""",B,"=""21618.630""","=""40566.167""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""527.9640""","=""""","=""527.9641+""","=""65""","=""4.6e+05""",B,"=""16783.856""","=""35719.270""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""528.0855""","=""""","=""528.0855+""","=""210""","=""1.28e+07""",B,"=""22875.942""","=""41807.000""","=""4d4.5s2""","=""a 3P""","=""2""","=""""","=""3.1*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""528.3826""","=""""","=""528.3825+""","=""20""","=""2.09e+06""",B,"=""26635.820""","=""45556.237""","=""4d4.5s2""","=""a 1G""","=""4""","=""4d5.(2G).5p""","=""x 3G*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""529.2073""","=""""","=""529.2073+""","=""55""","=""2.20e+06""",B,"=""20930.425""","=""39821.354""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d4.5s.(4D).5p""","=""z 3P*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""529.3447""","=""""","=""529.3447+""","=""35""","=""6.4e+06""",B+,"=""18479.582""","=""37365.610""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""0""",3,1,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""529.5455""","=""""","=""529.5457+""","=""55""","=""1.09e+06""",A,"=""20280.968""","=""39159.828""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""530.6245""","=""""","=""530.6247+""","=""20""","=""4.57e+05""",B+,"=""20280.968""","=""39121.439""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d5.(4G).5p""","=""z 5G*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""531.3886""","=""""","=""531.3887+""","=""55""","=""2.08e+06""",B+,"=""18479.582""","=""37292.965""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""531.5033""","=""""","=""531.5034+""","=""35""","=""6.48e+05""",A,"=""20350.507""","=""39159.828""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""531.9875""","=""""","=""531.9875+""","=""20""","=""2.56e+06""",B+,"=""31484.615""","=""50276.822""","=""4d4.5s2""","=""b 1I""","=""6""","=""4d5.(2I).5p""","=""z 3K*""","=""7""",13,15,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""532.4456""","=""""","=""532.4456+""","=""20""","=""1.79e+06""",B,"=""26638.742""","=""45414.779""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""4d5.(2G).5p""","=""x 3G*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""532.7104""","=""""","=""532.7104+""","=""24""","=""9.1e+05""",B+,"=""23516.476""","=""42283.180""","=""4d4.5s2""","=""a 3F""","=""4""","=""4d5.(4G).5p""","=""z 3H*""","=""5""",9,11,,"=""T5293""","=""L10250""",
Mo,1,"=""532.7106""","=""""","=""532.7106+""","=""21""","=""6.4e+06""",C+,"=""29641.989""","=""48408.687""","=""4d5.(4F).5s""","=""c 3F""","=""2""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""2""",5,5,,"=""T5293""","=""L10250""",
Mo,1,"=""535.2348""","=""""","=""535.2348+""","=""20""","=""1.15e+06""",B,"=""30113.151""","=""48791.344""","=""4d5.(2H).5s""","=""b 3H""","=""6""","=""""","=""25.1*""","=""7""",13,15,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""535.4879""","=""""","=""535.4880+""","=""80""","=""3.21e+06""",B+,"=""23516.476""","=""42185.838""","=""4d4.5s2""","=""a 3F""","=""4""","=""4d5.(4G).5p""","=""z 3H*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""535.5516""","=""""","=""535.5520+""","=""35""","=""1.21e+07""",B,"=""32123.128""","=""50790.261""","=""4d4.5s.(6D).5p""","=""z 7D*""","=""4""","=""4d4.5s.(6D).6s""","=""f 7D""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""535.6460""","=""""","=""535.6460+""","=""65""","=""2.11e+07""",B,"=""32611.837""","=""51275.691""","=""4d4.5s.(6D).5p""","=""z 7D*""","=""5""","=""4d4.5s.(6D).6s""","=""f 7D""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""536.0513""","=""""","=""536.0515+""","=""560hl""","=""6.2e+07""",B,"=""26320.420""","=""44970.159""","=""4d5.(6S).5p""","=""z 7P*""","=""4""","=""4d5.(6S).5d""","=""e 7D""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""536.4276""","=""""","=""536.4277+""","=""110hl""","=""2.26e+07""",B,"=""26320.420""","=""44957.079""","=""4d5.(6S).5p""","=""z 7P*""","=""4""","=""4d5.(6S).5d""","=""e 7D""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""536.7076""","=""""","=""536.7077+""","=""35hl""","=""5.6e+06""",B,"=""26320.420""","=""44947.356""","=""4d5.(6S).5p""","=""z 7P*""","=""4""","=""4d5.(6S).5d""","=""e 7D""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""537.2392""","=""""","=""537.2392+""","=""35""","=""2.02e+06""",A,"=""22875.942""","=""41484.450""","=""4d4.5s2""","=""a 3P""","=""2""","=""4d5.(4G).5p""","=""y 3F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""538.8665""","=""""","=""538.8667+""","=""26""","=""1.11e+07""",B,"=""31299.876""","=""49852.184""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""2""","=""4d4.5s.(6D).6s""","=""f 7D""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""539.4506""","=""""","=""539.4507+""","=""65""","=""2.36e+06""",B+,"=""20930.425""","=""39462.647""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""539.7368""","=""""","=""539.7368+""","=""35""","=""2.9e+06""",B,"=""22875.942""","=""41398.340""","=""4d4.5s2""","=""a 3P""","=""2""","=""""","=""3*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""540.0459""","=""""","=""540.0460+""","=""50""","=""1.81e+06""",B+,"=""20950.853""","=""39462.647""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""540.5773""","=""""","=""540.5773+""","=""35""","=""7.7e+05""",B,"=""27341.925""","=""45835.526""","=""4d4.5s2""","=""b 3G""","=""4""","=""4d5.(2G).5p""","=""x 3G*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""540.6376""","=""""","=""540.6375+""","=""35""","=""6.4e+06""",B,"=""22244.375""","=""40735.918""","=""4d4.5s2""","=""a 3P""","=""1""","=""4d5.(4P).5p""","=""x 5D*""","=""0""",3,1,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""541.7371""","=""""","=""541.7371+""","=""40""","=""2.51e+06""",B+,"=""22244.375""","=""40698.382""","=""4d4.5s2""","=""a 3P""","=""1""","=""4d5.(4P).5p""","=""x 5D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""542.6876""","=""""","=""542.6876+""","=""23""","=""2.21e+05""",B+,"=""16747.720""","=""35169.407""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""543.5672""","=""""","=""543.5672+""","=""55""","=""1.96e+06""",B+,"=""20130.313""","=""38522.192""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""543.7739""","=""""","=""543.7739+""","=""65""","=""6.5e+05""",B+,"=""16784.522""","=""35169.407""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""545.0502""","=""""","=""545.0501+""","=""40""","=""1.95e+06""",B+,"=""21618.630""","=""39960.469""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""545.6466""","=""""","=""545.6465+""","=""35""","=""1.79e+06""",B,"=""22244.375""","=""40566.167""","=""4d4.5s2""","=""a 3P""","=""1""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""546.0504""","=""""","=""546.0506+""","=""26""","=""3.5e+07""",B,"=""31299.876""","=""49608.111""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""2""","=""4d4.5s.(6D).6s""","=""f 7D""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""546.5562""","=""""","=""546.5562+""","=""23""","=""3.34e+05""",B+,"=""21153.884""","=""39445.182""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d5.(4G).5p""","=""z 5G*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""547.5891""","=""""","=""547.5891+""","=""35""","=""8.1e+05""",B+,"=""21343.204""","=""39600.000""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d5.(4G).5p""","=""z 5G*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""549.0271""","=""""","=""549.0272+""","=""35""","=""9.4e+05""",B+,"=""20950.853""","=""39159.828""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""549.2157""","=""""","=""549.2157+""","=""20""","=""9.9e+05""",B,"=""21618.630""","=""39821.354""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d4.5s.(4D).5p""","=""z 3P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""549.3763""","=""""","=""549.3765+""","=""26h""","=""2.13e+07""",B,"=""31654.786""","=""49852.184""","=""4d4.5s.(6D).5p""","=""z 7D*""","=""3""","=""4d4.5s.(6D).6s""","=""f 7D""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""549.8491""","=""""","=""549.8490+""","=""26""","=""2.15e+06""",B+,"=""23668.079""","=""41849.838""","=""4d4.5s2""","=""a 3F""","=""3""","=""4d5.(4G).5p""","=""y 3F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""550.1538""","=""""","=""550.1539+""","=""50""","=""1.90e+06""",B+,"=""20350.507""","=""38522.192""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""550.1871""","=""""","=""550.1871+""","=""23""","=""9.0e+05""",B+,"=""20950.853""","=""39121.439""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d5.(4G).5p""","=""z 5G*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""550.6493""","=""""","=""550.6493+""","=""7800""","=""3.61e+07""",A+,"=""10768.332""","=""28923.668""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d5.(6S).5p""","=""z 5P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""552.0034""","=""""","=""552.0034+""","=""23""","=""9.7e+05""",B,"=""25455.636""","=""43566.437""","=""4d6""","=""c 5D""","=""4""","=""""","=""3.4*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""552.0640""","=""""","=""552.0640+""","=""26""","=""2.38e+06""",B,"=""27726.714""","=""45835.526""","=""4d4.5s2""","=""b 3G""","=""5""","=""4d5.(2G).5p""","=""x 3G*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""552.6519""","=""""","=""552.6520+""","=""40""","=""1.96e+06""",B+,"=""24096.294""","=""42185.838""","=""4d4.5s2""","=""a 3H""","=""4""","=""4d5.(4G).5p""","=""z 3H*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""552.6962""","=""""","=""552.6962+""","=""40""","=""1.57e+06""",B,"=""22875.942""","=""40964.040""","=""4d4.5s2""","=""a 3P""","=""2""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""553.3031""","=""""","=""553.3030+""","=""5200""","=""3.72e+07""",A+,"=""10768.332""","=""28836.592""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d5.(6S).5p""","=""z 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""553.9402""","=""""","=""553.9403+""","=""40""","=""2.95e+05""",B+,"=""16692.905""","=""34740.380""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""554.3113""","=""""","=""554.3114+""","=""50""","=""1.78e+06""",B+,"=""20947.940""","=""38983.332""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d5.(4G).5p""","=""z 5G*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""554.4482""","=""""","=""554.4482+""","=""40""","=""4.4e+06""",B,"=""27383.838""","=""45414.779""","=""4d4.5s2""","=""b 3G""","=""3""","=""4d5.(2G).5p""","=""x 3G*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""555.6280""","=""""","=""555.6279+""","=""55""","=""7.9e+05""",B+,"=""16747.720""","=""34740.380""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""555.6719""","=""""","=""555.6718+""","=""26""","=""1.89e+06""",B+,"=""24096.294""","=""42087.533""","=""4d4.5s2""","=""a 3H""","=""4""","=""4d5.(4G).5p""","=""y 3F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""556.4042""","=""""","=""556.4042+""","=""20""","=""5.22e+05""",B+,"=""21153.884""","=""39121.439""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d5.(4G).5p""","=""z 5G*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""556.8604""","=""""","=""556.8603+""","=""40""","=""2.51e+06""",B+,"=""22875.942""","=""40828.781""","=""4d4.5s2""","=""a 3P""","=""2""","=""4d5.(4P).5p""","=""x 5D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""556.9473""","=""""","=""556.9471+""","=""26""","=""2.30e+06""",B+,"=""23534.407""","=""41484.450""","=""4d4.5s2""","=""a 3F""","=""2""","=""4d5.(4G).5p""","=""y 3F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""557.0444""","=""""","=""557.0443+""","=""2500""","=""3.30e+07""",A,"=""10768.332""","=""28715.242""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d5.(6S).5p""","=""z 5P*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""557.5178""","=""""","=""557.5178+""","=""35""","=""2.07e+06""",B+,"=""19969.847""","=""37901.516""","=""4d5.(4D).5s""","=""b 5D""","=""0""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""560.2749""","=""""","=""560.2750+""","=""40""","=""1.95e+06""",B,"=""25455.636""","=""43299.059""","=""4d6""","=""c 5D""","=""4""","=""4d5.(4D).5p""","=""x 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""560.8615""","=""""","=""560.8616+""","=""23""","=""2.02e+06""",B,"=""26635.820""","=""44460.583""","=""4d4.5s2""","=""a 1G""","=""4""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""560.9229""","=""""","=""560.9229+""","=""23""","=""1.78e+06""",C+,"=""25707.071""","=""43529.884""","=""4d6""","=""c 5D""","=""3""","=""4d5.(4D).5p""","=""x 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
Mo,1,"=""561.0931""","=""""","=""561.0931+""","=""100""","=""4.7e+06""",B+,"=""24465.771""","=""42283.180""","=""4d4.5s2""","=""a 3H""","=""5""","=""4d5.(4G).5p""","=""z 3H*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
