element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
N,3,"=""""","=""295.010""","=""""","=""9.64e+05""",C+,"=""321066.8""","=""354954.1""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s2.6f""","=""2F*""","=""5/2""",6,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""297.255""","=""""","=""6.67e+07""",B,"=""309131.2""","=""342762.5""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""297.733""","=""""","=""3.32e+07""",B,"=""309185.2""","=""342762.5""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""297.884""","=""""","=""1.66e+07""",B,"=""309131.2""","=""342691.5""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""298.364""","=""""","=""8.24e+07""",B,"=""309185.2""","=""342691.5""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,2,"=""300.683""","=""300.6830""","=""220""","=""9.19e+07""",B,"=""164610.76""","=""197858.69""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.4s""","=""1P*""","=""1""",3,3,,"=""T5520,T6385""","=""L3513""",
N,2,"=""""","=""302.3669""","=""""","=""2.27e+07""",B,"=""178273.38""","=""211336.16""","=""2s2.2p.3p""","=""1S""","=""0""","=""2s2.2p.4d""","=""1P*""","=""1""",1,3,,"=""T5520""","=""""",
N,3,"=""""","=""305.387""","=""""","=""3.22e+05""",C+,"=""376750.4""","=""409486.2""","=""2s.2p.(3P*).4p""","=""4D""","=""1/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""305.765""","=""""","=""3.21e+04""",C,"=""376750.4""","=""409445.8""","=""2s.2p.(3P*).4p""","=""4D""","=""1/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""305.810""","=""""","=""3.21e+05""",C+,"=""376795.7""","=""409486.2""","=""2s.2p.(3P*).4p""","=""4D""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""306.189""","=""""","=""2.05e+05""",B,"=""376795.7""","=""409445.8""","=""2s.2p.(3P*).4p""","=""4D""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""306.283""","=""""","=""3.18e-02""",C,"=""48.7""","=""32688.8""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p2""","=""1S""","=""0""",3,1,M1,"=""T7333""","=""""",
N,3,"=""""","=""306.701""","=""""","=""1.27e+04""",C,"=""376795.7""","=""409391.3""","=""2s.2p.(3P*).4p""","=""4D""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""306.763""","=""""","=""4.01e+05""",B,"=""376856.8""","=""409445.8""","=""2s.2p.(3P*).4p""","=""4D""","=""5/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""307.055""","=""""","=""1.55e-04""",D,"=""130.8""","=""32688.8""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p2""","=""1S""","=""0""",5,1,E2,"=""T7333""","=""""",
N,3,"=""""","=""307.277""","=""""","=""1.14e+05""",C+,"=""376856.8""","=""409391.3""","=""2s.2p.(3P*).4p""","=""4D""","=""5/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",6,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""307.941""","=""""","=""6.22e+04""",C+,"=""320978.2""","=""353442.5""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""307.959""","=""""","=""6.22e+05""",B,"=""320978.2""","=""353440.6""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""308.114""","=""""","=""5.02e+05""",B,"=""376945.2""","=""409391.3""","=""2s.2p.(3P*).4p""","=""4D""","=""7/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",8,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""308.784""","=""""","=""5.55e+05""",B,"=""321066.8""","=""353442.5""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""310.914""","=""""","=""5.19e+04""",C+,"=""368578.3""","=""400732.2""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2p2.(3P).3s""","=""4P""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""311.257""","=""""","=""7.19e+04""",C+,"=""368514.4""","=""400632.9""","=""2s.2p.(3P*).4s""","=""4P*""","=""1/2""","=""2p2.(3P).3s""","=""4P""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""311.307""","=""""","=""1.78e+07""",B,"=""342691.5""","=""374804.8""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""311.874""","=""""","=""7.08e+06""",B,"=""342691.5""","=""374746.4""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""311.877""","=""""","=""2.29e+04""",C,"=""368578.3""","=""400632.9""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2p2.(3P).3s""","=""4P""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""311.905""","=""""","=""2.86e+04""",D,"=""368514.4""","=""400566.2""","=""2s.2p.(3P*).4s""","=""4P*""","=""1/2""","=""2p2.(3P).3s""","=""4P""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""311.997""","=""""","=""3.54e+06""",B,"=""342762.5""","=""374804.8""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""312.059""","=""""","=""1.20e+05""",B,"=""368696.3""","=""400732.2""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2p2.(3P).3s""","=""4P""","=""5/2""",6,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""312.528""","=""""","=""1.42e+05""",C+,"=""368578.3""","=""400566.2""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2p2.(3P).3s""","=""4P""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""312.567""","=""""","=""1.41e+07""",B,"=""342762.5""","=""374746.4""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,2,"=""""","=""312.5920""","=""""","=""6.11e+05""",D,"=""164610.76""","=""196592.07""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.4s""","=""3P*""","=""1""",3,3,,"=""T6385""","=""""",
N,3,"=""""","=""313.030""","=""""","=""7.63e+04""",C+,"=""368696.3""","=""400632.9""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2p2.(3P).3s""","=""4P""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""317.687""","=""""","=""9.33e-04""",D,"=""15316.2""","=""46784.6""","=""2s2.2p2""","=""1D""","=""2""","=""2s.2p3""","=""5S*""","=""2""",5,5,,"=""T4899""","=""""",
N,2,"=""""","=""319.0194""","=""""","=""3.30e+05""",D,"=""166521.69""","=""197858.69""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.4s""","=""1P*""","=""1""",3,3,,"=""T6385""","=""""",
N,2,"=""""","=""319.6391""","=""""","=""2.09e+05""",D,"=""166582.45""","=""197858.69""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.4s""","=""1P*""","=""1""",5,3,,"=""T6385""","=""""",
N,3,"=""""","=""321.933""","=""""","=""3.15e+07""",B,"=""378432.8""","=""409486.2""","=""2s.2p.(3P*).4p""","=""4S""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""322.352""","=""""","=""3.14e+07""",B,"=""378432.8""","=""409445.8""","=""2s.2p.(3P*).4p""","=""4S""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""322.920""","=""""","=""3.12e+07""",B,"=""378432.8""","=""409391.3""","=""2s.2p.(3P*).4p""","=""4S""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""330.403""","=""""","=""5.51e+07""",B,"=""311690.3""","=""341947.7""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.5d""","=""2D""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""330.663""","=""""","=""6.59e+07""",B,"=""311715.2""","=""341948.8""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""330.675""","=""""","=""1.10e+07""",B,"=""311715.2""","=""341947.7""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""331.1418""","=""""","=""1.09e+06""",B,"=""166521.69""","=""196711.54""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.4s""","=""3P*""","=""2""",3,5,,"=""T6385n""","=""""",
N,3,"=""""","=""331.183""","=""""","=""4.54e+06""",B,"=""379300.1""","=""409486.2""","=""2s.2p.(3P*).4p""","=""4P""","=""1/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""331.627""","=""""","=""1.13e+07""",B,"=""379300.1""","=""409445.8""","=""2s.2p.(3P*).4p""","=""4P""","=""1/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""331.674""","=""""","=""2.26e+07""",B,"=""379344.8""","=""409486.2""","=""2s.2p.(3P*).4p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,2,"=""""","=""331.8097""","=""""","=""1.68e+07""",B,"=""166582.45""","=""196711.54""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.4s""","=""3P*""","=""2""",5,5,,"=""T6385n""","=""""",
N,3,"=""""","=""332.119""","=""""","=""3.60e+06""",B,"=""379344.8""","=""409445.8""","=""2s.2p.(3P*).4p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""332.4575""","=""""","=""2.84e+07""",B,"=""166521.69""","=""196592.07""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.4s""","=""3P*""","=""1""",3,3,,"=""T6385n""","=""""",
N,3,"=""""","=""332.703""","=""""","=""1.21e+07""",B,"=""379397.6""","=""409445.8""","=""2s.2p.(3P*).4p""","=""4P""","=""5/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""332.722""","=""""","=""8.06e+06""",B,"=""379344.8""","=""409391.3""","=""2s.2p.(3P*).4p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,2,"=""""","=""332.8724""","=""""","=""9.79e+07""",B,"=""166678.64""","=""196711.54""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.4s""","=""3P*""","=""2""",7,5,,"=""T6385n""","=""""",
N,3,"=""""","=""332.949""","=""""","=""2.59e+06""",B,"=""267238.4""","=""297264.4""","=""2s2.3d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""332.9701""","=""""","=""2.01e+06""",D,"=""144187.94""","=""174212.03""","=""2s.2p3""","=""1D*""","=""2""","=""2s2.2p.3p""","=""1D""","=""2""",5,5,,"=""T7333""","=""""",
N,3,"=""""","=""333.011""","=""""","=""2.33e+07""",B,"=""267244.0""","=""297264.4""","=""2s2.3d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""333.0317""","=""""","=""1.18e+08""",B,"=""166521.69""","=""196540.23""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.4s""","=""3P*""","=""0""",3,1,,"=""T6385n""","=""""",
N,2,"=""""","=""333.1307""","=""""","=""8.83e+07""",B,"=""166582.45""","=""196592.07""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.4s""","=""3P*""","=""1""",5,3,,"=""T6385n""","=""""",
N,3,"=""""","=""333.307""","=""""","=""1.87e+07""",B,"=""379397.6""","=""409391.3""","=""2s.2p.(3P*).4p""","=""4P""","=""5/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",6,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""334.209""","=""""","=""2.56e+07""",B,"=""267238.4""","=""297151.2""","=""2s2.3d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""334.276""","=""""","=""3.80e+07""",B,"=""297151.2""","=""327058.0""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""335.398""","=""""","=""7.66e+07""",B,"=""287529.4""","=""317336.2""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""335.432""","=""""","=""5.51e+07""",B,"=""287591.5""","=""317395.2""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""335.546""","=""""","=""7.51e+07""",B,"=""297264.4""","=""327058.0""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""335.878""","=""""","=""3.05e+07""",B,"=""287529.4""","=""317293.6""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""336.098""","=""""","=""2.44e+07""",B,"=""287591.5""","=""317336.2""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""336.580""","=""""","=""1.52e+08""",B,"=""287591.5""","=""317293.6""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""336.734""","=""336.736""","=""120""","=""1.27e+08""",B,"=""287706.9""","=""317395.2""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""",6,6,,"=""T7192LS""","=""L3513""",
N,3,"=""""","=""337.407""","=""""","=""8.13e+07""",B,"=""287706.9""","=""317336.2""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""340.8127""","=""""","=""1.91e+07""",B+,"=""148940.17""","=""178273.38""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""1S""","=""0""",3,1,,"=""T7333""","=""""",
N,2,"=""343.715""","=""343.7145""","=""360""","=""1.91e+08""",B+,"=""149187.80""","=""178273.38""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""1S""","=""0""",3,1,,"=""T7333""","=""L3513""",
N,3,"=""""","=""344.362""","=""""","=""2.28e+05""",B,"=""309131.2""","=""338162.1""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s2.5p""","=""2P*""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""344.459""","=""""","=""9.10e+05""",B,"=""309131.2""","=""338153.9""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s2.5p""","=""2P*""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""345.004""","=""""","=""1.13e+06""",B,"=""309185.2""","=""338162.1""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s2.5p""","=""2P*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""345.101""","=""""","=""4.52e+05""",B,"=""309185.2""","=""338153.9""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s2.5p""","=""2P*""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,2,"=""""","=""345.1277""","=""""","=""1.14e+05""",D,"=""168892.21""","=""197858.69""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4s""","=""1P*""","=""1""",3,3,,"=""T6385""","=""""",
N,1,"=""""","=""346.64971""","=""""","=""6.5e-03""",D,"=""0.000""","=""28839.306""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""3/2""",4,4,M1,"=""T7370""","=""""",
N,1,"=""""","=""346.65435""","=""""","=""2.6e-03""",D,"=""0.000""","=""28838.920""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""1/2""",4,2,M1,"=""T7370""","=""""",
N,2,"=""""","=""359.3597""","=""""","=""1.21e+07""",B,"=""168892.21""","=""196711.54""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4s""","=""3P*""","=""2""",3,5,,"=""T6385n""","=""""",
N,2,"=""""","=""360.9097""","=""""","=""1.41e+07""",B,"=""168892.21""","=""196592.07""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4s""","=""3P*""","=""1""",3,3,,"=""T6385n""","=""""",
N,2,"=""""","=""361.5864""","=""""","=""1.53e+07""",B,"=""168892.21""","=""196540.23""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4s""","=""3P*""","=""0""",3,1,,"=""T6385n""","=""""",
N,2,"=""""","=""366.3829""","=""""","=""7.77e+04""",D,"=""170572.61""","=""197858.69""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.4s""","=""1P*""","=""1""",1,3,,"=""T6385""","=""""",
N,2,"=""""","=""366.8572""","=""""","=""1.06e+05""",D,"=""170607.89""","=""197858.69""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4s""","=""1P*""","=""1""",3,3,,"=""T6385""","=""""",
N,3,"=""""","=""367.605""","=""""","=""9.79e+04""",C+,"=""339744.6""","=""366940""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""","=""2s2.8d""","=""2D""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""367.605""","=""""","=""4.66e+03""",D,"=""339744.6""","=""366940""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""","=""2s2.8d""","=""2D""","=""5/2""",6,6,,"=""T7192LS""","=""""",
N,2,"=""""","=""367.6443""","=""""","=""5.15e+04""",D,"=""170666.23""","=""197858.69""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4s""","=""1P*""","=""1""",5,3,,"=""T6385""","=""""",
N,3,"=""""","=""369.110""","=""""","=""9.21e+04""",B,"=""339855.5""","=""366940""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""","=""2s2.8d""","=""2D""","=""5/2""",8,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""374.595""","=""""","=""1.90e+07""",B,"=""287529.4""","=""314217.3""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""375.263""","=""""","=""6.67e+06""",B,"=""309656.2""","=""336296.6""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""375.467""","=""375.469""","=""90""","=""3.78e+07""",B,"=""287591.5""","=""314217.3""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""",4,4,,"=""T7192LS""","=""L3513""",
N,3,"=""""","=""375.757""","=""""","=""6.64e+05""",B,"=""309656.2""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""375.765""","=""""","=""6.64e+06""",B,"=""309691.8""","=""336296.6""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""376.260""","=""""","=""4.24e+06""",B,"=""309691.8""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""377.036""","=""""","=""2.63e+05""",B,"=""309691.8""","=""336206.9""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,3,"=""377.105""","=""377.103""","=""120""","=""5.59e+07""",B,"=""287706.9""","=""314217.3""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""",6,4,,"=""T7192LS""","=""L3513""",
N,3,"=""""","=""377.136""","=""""","=""8.28e+06""",B,"=""309753.5""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""377.5606""","=""""","=""6.61e+02""",D,"=""144187.94""","=""170666.23""","=""2s.2p3""","=""1D*""","=""2""","=""2s2.2p.3p""","=""3P""","=""2""",5,5,,"=""T7333""","=""""",
N,3,"=""""","=""377.916""","=""""","=""2.35e+06""",B,"=""309753.5""","=""336206.9""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",6,6,,"=""T7192LS""","=""""",
N,3,"=""""","=""378.903""","=""""","=""2.40e+06""",B,"=""327058.0""","=""353442.5""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""",2,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""378.930""","=""""","=""2.40e+06""",B,"=""327058.0""","=""353440.6""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""",2,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""379.297""","=""""","=""1.03e+07""",B,"=""309849.8""","=""336206.9""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",8,6,,"=""T7192LS""","=""""",
N,1,"=""""","=""381.82679""","=""""","=""8.95e+05""",C+,"=""86137.350""","=""112319.805""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",2,4,,"=""T5714""","=""""",
N,1,"=""""","=""382.20339""","=""""","=""3.70e+06""",C+,"=""86137.350""","=""112294.007""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",2,2,,"=""T5714""","=""""",
N,2,"=""""","=""382.9795""","=""""","=""2.42e+07""",B,"=""170607.89""","=""196711.54""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4s""","=""3P*""","=""2""",3,5,,"=""T6385n""","=""""",
N,1,"=""""","=""383.04343""","=""""","=""4.67e+06""",C+,"=""86220.510""","=""112319.805""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",4,4,,"=""T5714""","=""""",
N,1,"=""""","=""383.42244""","=""""","=""1.89e+06""",C+,"=""86220.510""","=""112294.007""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",4,2,,"=""T5714""","=""""",
N,2,"=""383.837""","=""383.8374""","=""285""","=""6.98e+07""",B,"=""170666.23""","=""196711.54""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4s""","=""3P*""","=""2""",5,5,,"=""T6385n""","=""L3513""",
N,2,"=""""","=""384.1138""","=""""","=""5.99e+04""",C,"=""202765.26""","=""228791.83""","=""2s2.2p.4p""","=""3D""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""3""",5,7,,"=""T5520LS""","=""""",
N,2,"=""""","=""384.2187""","=""""","=""3.06e+07""",B,"=""170572.61""","=""196592.07""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.4s""","=""3P*""","=""1""",1,3,,"=""T6385n""","=""""",
N,2,"=""""","=""384.2449""","=""""","=""8.05e+04""",C,"=""202714.12""","=""228731.81""","=""2s2.2p.4p""","=""3D""","=""1""","=""2s.2p2.(4P).3p""","=""3D*""","=""2""",3,5,,"=""T5520LS""","=""""",
N,2,"=""""","=""384.7404""","=""""","=""2.22e+07""",B,"=""170607.89""","=""196592.07""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4s""","=""3P*""","=""1""",3,3,,"=""T6385n""","=""""",
N,2,"=""""","=""384.7997""","=""""","=""4.01e+05""",C+,"=""202714.12""","=""228694.30""","=""2s2.2p.4p""","=""3D""","=""1""","=""2s.2p2.(4P).3p""","=""3D*""","=""1""",3,3,,"=""T5520LS""","=""""",
