element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Fe,3,"=""183.6404""","=""0.0005""","=""183.6401""","=""0.0003""","=""3000""","=""2.3e+07""",D,"=""114325.49""","=""168779.84""","=""3d5.(b 2G).4s""","=""3G""","=""5""","=""3d5.(b 2G).4p""","=""1H*""","=""5""",11,11,,"=""u45""","=""L11223""",
Fe,3,"=""""","=""""","=""183.6718""","=""0.0004""","=""""","=""4.8e+01""",D+,"=""19404.42""","=""73849.35""","=""3d6""","=""a 3P""","=""2""","=""3d5.(4P).4s""","=""3P""","=""1""",5,3,E2,"=""u45""","=""""",
Fe,3,"=""183.7601""","=""0.0005""","=""183.76026""","=""0.00017""","=""45000""","=""2.7e+08""",C,"=""89697.74""","=""144116.47""","=""3d5.(a 2G).4s""","=""3G""","=""3""","=""3d5.(a 2G).4p""","=""3G*""","=""3""",7,7,,"=""u45""","=""L11223""",
Fe,3,"=""183.7875""","=""0.0010""","=""183.78728""","=""0.00017""","=""4000*""","=""6.e+06""",D,"=""87902.06""","=""142312.79""","=""3d5.(a 2F).4s""","=""1F""","=""3""","=""3d5.(4F).4p""","=""3F*""","=""3""",7,7,,"=""T6105""","=""L11223""",
Fe,3,"=""183.8312""","=""0.0005""","=""183.83177""","=""0.00024""","=""150000""","=""2.5e+08""",C,"=""88923.29""","=""143320.85""","=""3d5.(2H).4s""","=""3H""","=""6""","=""3d5.(a 2G).4p""","=""3H*""","=""6""",13,13,,"=""u44""","=""L11223""",
Fe,3,"=""183.8622""","=""0.0010""","=""183.8597""","=""0.0005""","=""24000*""","=""4.8e+08""",C+,"=""138852.91""","=""193242.22""","=""3d5.(c 2D).4s""","=""3D""","=""3""","=""3d5.(c 2D).4p""","=""3D*""","=""3""",7,7,,"=""u45""","=""L11223""",
Fe,3,"=""183.8622""","=""0.0010""","=""183.86328""","=""0.00017""","=""25000*""","=""3.2e+07""",D,"=""89697.74""","=""144085.98""","=""3d5.(a 2G).4s""","=""3G""","=""3""","=""3d5.(a 2G).4p""","=""3G*""","=""4""",7,9,,"=""u45""","=""L11223""",
Fe,3,"=""183.8722""","=""0.0005""","=""183.87169""","=""0.00014""","=""13000""","=""3.5e+07""",D,"=""82411.15""","=""136796.90""","=""3d5.(a 2D).4s""","=""3D""","=""2""","=""3d5.(a 2F).4p""","=""3F*""","=""3""",5,7,,"=""u45""","=""L11223""",
Fe,3,"=""183.8824""","=""0.0005""","=""183.88218""","=""0.00017""","=""1200""","=""5.e+06""",D,"=""82411.15""","=""136793.80""","=""3d5.(a 2D).4s""","=""3D""","=""2""","=""3d5.(a 2F).4p""","=""3F*""","=""2""",5,5,,"=""T6105""","=""L11223""",
Fe,3,"=""183.9554""","=""0.0005""","=""183.9553""","=""0.0004""","=""5500""","=""2.1e+08""",D+,"=""138881.20""","=""193242.22""","=""3d5.(c 2D).4s""","=""3D""","=""2""","=""3d5.(c 2D).4p""","=""3D*""","=""3""",5,7,,"=""u45""","=""L11223""",
Fe,2,"=""183.97531""","=""0.00003""","=""183.975333""","=""0.000010""","=""6000""","=""2.9e+07""",E,"=""52299.810""","=""106654.923""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""5/2""","=""3d5.4s.(7S).4d""","=""6D""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""183.980702""","=""0.000020""","=""183.980704""","=""0.000008""","=""6000""","=""4.2e+08""",E,"=""54275.649""","=""108629.175""","=""3d5.4s2""","=""b 4G""","=""5/2""","=""3d5.(4G).4s.4p.(1P*)""","=""4G*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""184.000031""","=""0.000018""","=""184.000034""","=""0.000008""","=""7000""","=""3.0e+08""",E,"=""54283.236""","=""108631.052""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d5.(4G).4s.4p.(1P*)""","=""4G*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""184.0191""","=""0.0005""","=""184.01817""","=""0.00014""","=""2200""","=""3.8e+06""",D,"=""77102.66""","=""131445.12""","=""3d5.(4D).4s""","=""3D""","=""2""","=""3d5.(a 2D).4p""","=""1D*""","=""2""",5,5,,"=""T6105""","=""L11223""",
Fe,2,"=""184.03041""","=""0.00006""","=""184.030364""","=""0.000008""","=""1600""","=""6.e+06""",E,"=""54232.201""","=""108571.060""","=""3d5.4s2""","=""b 4G""","=""11/2""","=""3d6.(3H).5p""","=""4G*""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""""","=""""","=""184.0820""","=""0.0004""","=""""","=""3.2e+01""",D+,"=""19404.42""","=""73728.05""","=""3d6""","=""a 3P""","=""2""","=""3d5.(4P).4s""","=""3P""","=""2""",5,5,E2,"=""u45""","=""""",
Fe,3,"=""184.1393""","=""0.0005""","=""184.13999""","=""0.00020""","=""33000""","=""2.0e+08""",D+,"=""83238.19""","=""137544.70""","=""3d5.(4F).4s""","=""5F""","=""3""","=""3d5.(4F).4p""","=""5D*""","=""2""",7,5,,"=""u45""","=""L11223""",
Fe,3,"=""184.1547""","=""0.0005""","=""184.15460""","=""0.00017""","=""61000""","=""2.7e+08""",C,"=""89783.78""","=""144085.98""","=""3d5.(a 2G).4s""","=""3G""","=""4""","=""3d5.(a 2G).4p""","=""3G*""","=""4""",9,9,,"=""u45""","=""L11223""",
Fe,2,"=""184.1548""","=""0.0005""","=""184.154123""","=""0.000014""","=""9000""","=""3.8e+06""",D,"=""18886.773""","=""73189.114""","=""3d7""","=""a 2P""","=""1/2""","=""3d6.(3D).4p""","=""y 2P*""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c144""",
Fe,2,"=""184.16035""","=""0.00012""","=""184.160214""","=""0.000014""","=""9000""","=""3.1e+07""",D+,"=""18886.773""","=""73187.318""","=""3d7""","=""a 2P""","=""1/2""","=""3d6.(3D).4p""","=""y 2P*""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""184.16898""","=""0.00014""","=""184.169122""","=""0.000008""","=""4000""","=""5.e+06""",D,"=""8391.9554""","=""62689.874""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""184.170876""","=""0.000016""","=""184.170868""","=""0.000008""","=""9000""","=""2.8e+08""",E,"=""54273.656""","=""108571.060""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d6.(3H).5p""","=""4G*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""184.20342""","=""0.00006""","=""184.203368""","=""0.000008""","=""2300""","=""4.2e+07""",E,"=""54283.236""","=""108571.060""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d6.(3H).5p""","=""4G*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""184.2238""","=""0.0005""","=""184.223999""","=""0.000008""","=""3300""","=""3.0e+06""",D,"=""8680.4706""","=""62962.215""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c144""",
Fe,2,"=""184.28483""","=""0.00003""","=""184.284838""","=""0.000008""","=""5000""","=""8.e+06""",E,"=""54275.649""","=""108539.473""","=""3d5.4s2""","=""b 4G""","=""5/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4F*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""184.2938""","=""0.0005""","=""184.29416""","=""0.00017""","=""61000""","=""2.5e+08""",C,"=""83161.80""","=""137422.88""","=""3d5.(4F).4s""","=""5F""","=""4""","=""3d5.(4F).4p""","=""5D*""","=""3""",9,7,,"=""u45""","=""L11223""",
Fe,2,"=""184.31064""","=""0.00003""","=""184.310607""","=""0.000008""","=""3000""","=""3.4e+07""",E,"=""54283.236""","=""108539.473""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4F*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""184.3109""","=""0.0010""","=""184.3115""","=""0.0005""","=""18000p""","=""3.5e+08""",D+,"=""130857.17""","=""185113.14""","=""3d5.(2P).4s""","=""3P""","=""2""","=""3d5.(2P).4p""","=""3S*""","=""1""",5,3,,"=""u45""","=""L11223""",
Fe,2,"=""184.32041""","=""0.00003""","=""184.320449""","=""0.000010""","=""6000""","=""4.3e+07""",D+,"=""52582.850""","=""106836.190""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""7/2""","=""3d5.(6S).4p2""","=""8P""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""184.326091""","=""0.000014""","=""184.326103""","=""0.000008""","=""11000""","=""2.3e+08""",E,"=""54232.201""","=""108483.877""","=""3d5.4s2""","=""b 4G""","=""11/2""","=""3d6.(3H).5p""","=""4G*""","=""11/2""",12,12,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""184.3283""","=""0.0005""","=""184.3282""","=""0.0004""","=""25000""","=""2.6e+08""",D+,"=""130862.08""","=""185113.14""","=""3d5.(2P).4s""","=""3P""","=""1""","=""3d5.(2P).4p""","=""3S*""","=""1""",3,3,,"=""T6105""","=""L11223""",
Fe,3,"=""184.3419""","=""0.0005""","=""184.34203""","=""0.00020""","=""45000""","=""4.0e+08""",C+,"=""93388.77""","=""147635.76""","=""3d5.(b 2F).4s""","=""3F""","=""4""","=""3d5.(b 2F).4p""","=""3D*""","=""3""",9,7,,"=""u45""","=""L11223""",
Fe,2,"=""184.34883""","=""0.00003""","=""184.348832""","=""0.000008""","=""5000""","=""3.0e+07""",E,"=""54273.656""","=""108518.643""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4F*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""184.3528""","=""0.0010""","=""184.35147""","=""0.00017""","=""34000*""","=""8.e+07""",D+,"=""88664.08""","=""142908.29""","=""3d5.(2H).4s""","=""3H""","=""4""","=""3d5.(a 2G).4p""","=""3H*""","=""5""",9,11,,"=""u45""","=""L11223""",
Fe,3,"=""184.3528""","=""0.0010""","=""184.3521""","=""0.0017""","=""34000*""","=""1.1e+08""",D+,"=""130869.1""","=""185113.14""","=""3d5.(2P).4s""","=""3P""","=""0""","=""3d5.(2P).4p""","=""3S*""","=""1""",1,3,,"=""T6105""","=""L11223""",
Fe,2,"=""184.35559""","=""0.00003""","=""184.355605""","=""0.000008""","=""3000""","=""5.e+06""",D,"=""54275.649""","=""108518.643""","=""3d5.4s2""","=""b 4G""","=""5/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4F*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""184.381389""","=""0.000017""","=""184.381395""","=""0.000008""","=""7000""","=""3.6e+07""",E,"=""54283.236""","=""108518.643""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4F*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""184.4006""","=""0.0005""","=""184.40059""","=""0.00017""","=""34000""","=""9.e+07""",D+,"=""82383.08""","=""136612.84""","=""3d5.(a 2D).4s""","=""3D""","=""3""","=""3d5.(a 2F).4p""","=""3F*""","=""4""",7,9,,"=""u45""","=""L11223""",
Fe,3,"=""184.4271""","=""0.0005""","=""184.4269""","=""0.0003""","=""61000""","=""5.0e+08""",C,"=""93392.55""","=""147614.57""","=""3d5.(b 2F).4s""","=""3F""","=""3""","=""3d5.(b 2F).4p""","=""3D*""","=""2""",7,5,,"=""u45""","=""L11223""",
Fe,2,"=""184.431035""","=""0.000015""","=""184.431060""","=""0.000010""","=""12000""","=""8.e+06""",E,"=""52299.810""","=""106520.612""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""5/2""","=""3d5.4s.(7S).4d""","=""6D""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""184.4559""","=""0.0005""","=""184.45614""","=""0.00017""","=""110000""","=""2.8e+08""",C+,"=""88694.86""","=""142908.29""","=""3d5.(2H).4s""","=""3H""","=""5""","=""3d5.(a 2G).4p""","=""3H*""","=""5""",11,11,,"=""u45""","=""L11223""",
Fe,2,"=""184.46708""","=""0.00005""","=""184.467058""","=""0.000008""","=""2200""","=""2.3e+07""",E,"=""54273.656""","=""108483.877""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d6.(3H).5p""","=""4G*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""184.4954""","=""0.0010""","=""184.49511""","=""0.00024""","=""25000*""","=""2.3e+08""",D+,"=""83359.20""","=""137561.18""","=""3d5.(4F).4s""","=""5F""","=""2""","=""3d5.(4F).4p""","=""5D*""","=""1""",5,3,,"=""u45""","=""L11223""",
Fe,3,"=""184.4954""","=""0.0010""","=""184.4967""","=""0.0003""","=""25000*""","=""8.e+07""",D+,"=""93413.07""","=""147614.57""","=""3d5.(b 2F).4s""","=""3F""","=""2""","=""3d5.(b 2F).4p""","=""3D*""","=""2""",5,5,,"=""u45""","=""L11223""",
Fe,3,"=""184.5313""","=""0.0005""","=""184.53116""","=""0.00020""","=""62000""","=""2.8e+08""",C,"=""88664.08""","=""142855.47""","=""3d5.(2H).4s""","=""3H""","=""4""","=""3d5.(a 2G).4p""","=""3H*""","=""4""",9,9,,"=""u45""","=""L11223""",
Fe,3,"=""184.5527""","=""0.0010""","=""184.55122""","=""0.00020""","=""46000*""","=""2.5e+08""",D+,"=""83359.20""","=""137544.70""","=""3d5.(4F).4s""","=""5F""","=""2""","=""3d5.(4F).4p""","=""5D*""","=""2""",5,5,,"=""u45""","=""L11223""",
Fe,3,"=""184.5527""","=""0.0010""","=""184.55398""","=""0.00017""","=""46000*""","=""2.9e+08""",C,"=""83238.19""","=""137422.88""","=""3d5.(4F).4s""","=""5F""","=""3""","=""3d5.(4F).4p""","=""5D*""","=""3""",7,7,,"=""u45""","=""L11223""",
Fe,3,"=""184.5757""","=""0.0010""","=""184.5752""","=""0.0010""","=""19000*""","=""5.4e+08""",D+,"=""105895.34""","=""160073.8""","=""3d5.(b 2D).4s""","=""3D""","=""1""","=""3d5.(b 2D).4p""","=""3P*""","=""0""",3,1,,"=""u44""","=""L11223""",
Fe,3,"=""184.6004""","=""0.0005""","=""184.6000""","=""0.0003""","=""19000""","=""2.6e+08""",D+,"=""105895.34""","=""160066.52""","=""3d5.(b 2D).4s""","=""3D""","=""1""","=""3d5.(b 2D).4p""","=""3P*""","=""1""",3,3,,"=""u45""","=""L11223""",
Fe,3,"=""184.6371""","=""0.0010""","=""184.63603""","=""0.00020""","=""19000*""","=""2.2e+07""",D,"=""88694.86""","=""142855.47""","=""3d5.(2H).4s""","=""3H""","=""5""","=""3d5.(a 2G).4p""","=""3H*""","=""4""",11,9,,"=""T6105""","=""L11223""",
Fe,3,"=""184.6371""","=""0.0010""","=""184.6373""","=""0.0003""","=""19000*""","=""3.5e+08""",D+,"=""105906.27""","=""160066.52""","=""3d5.(b 2D).4s""","=""3D""","=""2""","=""3d5.(b 2D).4p""","=""3P*""","=""1""",5,3,,"=""u45""","=""L11223""",
Fe,2,"=""184.65758""","=""0.00006""","=""184.657597""","=""0.000008""","=""18000""","=""2.2e+07""",D+,"=""16369.4098""","=""70523.694""","=""3d7""","=""a 2G""","=""7/2""","=""3d6.(3G).4p""","=""x 2G*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""""","=""""","=""184.6885""","=""0.0003""","=""""","=""6.8e+01""",C,"=""42896.27""","=""97041.49""","=""3d6""","=""1F""","=""3""","=""3d5.(b 2F).4s""","=""1F""","=""3""",7,7,E2,"=""u45""","=""""",
Fe,3,"=""184.6957""","=""0.0005""","=""184.69533""","=""0.00024""","=""34000""","=""5.5e+08""",C,"=""93413.07""","=""147556.29""","=""3d5.(b 2F).4s""","=""3F""","=""2""","=""3d5.(b 2F).4p""","=""3D*""","=""1""",5,3,,"=""u45""","=""L11223""",
Fe,3,"=""184.7359""","=""0.0005""","=""184.7358""","=""0.0003""","=""19000""","=""2.0e+08""",D+,"=""105906.27""","=""160037.64""","=""3d5.(b 2D).4s""","=""3D""","=""2""","=""3d5.(b 2D).4p""","=""3P*""","=""2""",5,5,,"=""u45""","=""L11223""",
Fe,3,"=""184.7641""","=""0.0005""","=""184.76416""","=""0.00020""","=""25000""","=""1.3e+08""",D+,"=""93512.71""","=""147635.76""","=""3d5.(a 2G).4s""","=""1G""","=""4""","=""3d5.(b 2F).4p""","=""3D*""","=""3""",9,7,,"=""u45""","=""L11223""",
Fe,3,"=""184.8141""","=""0.0005""","=""184.8142""","=""0.0003""","=""46000""","=""3.8e+08""",C,"=""105929.25""","=""160037.64""","=""3d5.(b 2D).4s""","=""3D""","=""3""","=""3d5.(b 2D).4p""","=""3P*""","=""2""",7,5,,"=""u45""","=""L11223""",
Fe,2,"=""184.82405""","=""0.00002""","=""184.824039""","=""0.000014""","=""7000""","=""4.7e+08""",C+,"=""52299.810""","=""106405.326""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""5/2""","=""3d5.(6S).4p2""","=""8P""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""184.8502""","=""0.0005""","=""184.84992""","=""0.00014""","=""19000""","=""4.2e+07""",D,"=""90472.61""","=""144570.55""","=""3d5.(4F).4s""","=""3F""","=""4""","=""3d5.(b 2F).4p""","=""3F*""","=""3""",9,7,,"=""u44""","=""L11223""",
Fe,2,"=""184.87740""","=""0.00005""","=""184.877362""","=""0.000010""","=""20000""","=""4.9e+07""",D+,"=""20516.9534""","=""74606.864""","=""3d7""","=""a 2D2""","=""5/2""","=""3d6.(3D).4p""","=""x 2D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""184.8898""","=""0.0005""","=""184.88946""","=""0.00014""","=""19000""","=""3.8e+07""",D,"=""90484.18""","=""144570.55""","=""3d5.(4F).4s""","=""3F""","=""3""","=""3d5.(b 2F).4p""","=""3F*""","=""3""",7,7,,"=""u44""","=""L11223""",
Fe,3,"=""184.9180""","=""0.0005""","=""184.91808""","=""0.00017""","=""19000""","=""6.e+07""",D,"=""90423.78""","=""144501.78""","=""3d5.(4F).4s""","=""3F""","=""2""","=""3d5.(b 2F).4p""","=""3F*""","=""2""",5,5,,"=""u44""","=""L11223""",
Fe,2,"=""184.938315""","=""0.000012""","=""184.938351""","=""0.000010""","=""14000""","=""2.4e+07""",E,"=""52582.850""","=""106654.923""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""7/2""","=""3d5.4s.(7S).4d""","=""6D""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""184.9411""","=""0.0005""","=""184.94120""","=""0.00021""","=""150000""","=""3.5e+08""",C+,"=""83138.66""","=""137209.90""","=""3d5.(4F).4s""","=""5F""","=""5""","=""3d5.(4F).4p""","=""5D*""","=""4""",11,9,,"=""u45""","=""L11223""",
Fe,3,"=""184.9669""","=""0.0005""","=""184.96706""","=""0.00017""","=""19000""","=""5.3e+07""",D,"=""83359.20""","=""137422.88""","=""3d5.(4F).4s""","=""5F""","=""2""","=""3d5.(4F).4p""","=""5D*""","=""3""",5,7,,"=""u44""","=""L11223""",
Fe,3,"=""184.9969""","=""0.0010""","=""184.99628""","=""0.00021""","=""110000*""","=""3.7e+07""",D,"=""63466.85""","=""117521.99""","=""3d5.(4G).4s""","=""5G""","=""5""","=""3d5.(4P).4p""","=""5D*""","=""4""",11,9,,"=""u44""","=""L11223""",
Fe,3,"=""184.9969""","=""0.0010""","=""184.99858""","=""0.00024""","=""110000*""","=""5.1e+07""",D,"=""69696.16""","=""123750.63""","=""3d5.(4D).4s""","=""5D""","=""4""","=""3d5.(4D).4p""","=""5P*""","=""3""",9,7,,"=""u45""","=""L11223""",
Fe,3,"=""185.0201""","=""0.0005""","=""185.02038""","=""0.00017""","=""63000""","=""2.5e+08""",C,"=""83161.80""","=""137209.90""","=""3d5.(4F).4s""","=""5F""","=""4""","=""3d5.(4F).4p""","=""5D*""","=""4""",9,9,,"=""u44""","=""L11223""",
Fe,3,"=""185.1059""","=""0.0005""","=""185.1061""","=""0.0004""","=""940""","=""1.0e+08""",D+,"=""138852.91""","=""192875.99""","=""3d5.(c 2D).4s""","=""3D""","=""3""","=""3d5.(c 2D).4p""","=""3D*""","=""2""",7,5,,"=""u44""","=""L11223""",
Fe,3,"=""185.1260""","=""0.0010""","=""185.12485""","=""0.00017""","=""110000*""","=""8.e+07""",D,"=""90484.18""","=""144501.78""","=""3d5.(4F).4s""","=""3F""","=""3""","=""3d5.(b 2F).4p""","=""3F*""","=""2""",7,5,,"=""u45""","=""L11223""",
Fe,3,"=""185.1260""","=""0.0010""","=""185.1261""","=""0.0003""","=""110000*""","=""3.8e+08""",C+,"=""93388.77""","=""147406.01""","=""3d5.(b 2F).4s""","=""3F""","=""4""","=""3d5.(b 2F).4p""","=""3G*""","=""5""",9,11,,"=""u45""","=""L11223""",
Fe,2,"=""185.1520""","=""0.0005""","=""185.152943""","=""0.000008""","=""3200""","=""3.1e+06""",D,"=""8680.4706""","=""62689.874""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c144""",
Fe,2,"=""185.235277""","=""0.000017""","=""185.235284""","=""0.000008""","=""7000""","=""6.e+07""",E,"=""54232.201""","=""108217.596""","=""3d5.4s2""","=""b 4G""","=""11/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4F*""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""185.2370""","=""0.0005""","=""185.23664""","=""0.00021""","=""26000""","=""2.2e+07""",D,"=""88923.29""","=""142908.29""","=""3d5.(2H).4s""","=""3H""","=""6""","=""3d5.(a 2G).4p""","=""3H*""","=""5""",13,11,,"=""u45""","=""L11223""",
Fe,2,"=""185.2424""","=""0.0005""","=""185.241670""","=""0.000021""","=""1200bl(Fe I)""","=""1.0e+07""",D+,"=""44915.057""","=""98898.591""","=""3d6.(1F).4s""","=""c 2F""","=""7/2""","=""3d6.(1G1).4p""","=""2F*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c143""",
Fe,3,"=""185.2681""","=""0.0005""","=""185.26866""","=""0.00017""","=""63000""","=""3.4e+08""",C+,"=""89908.09""","=""143883.76""","=""3d5.(a 2G).4s""","=""3G""","=""5""","=""3d5.(a 2G).4p""","=""3G*""","=""5""",11,11,,"=""u44""","=""L11223""",
Fe,2,"=""185.30283""","=""0.00005""","=""185.302822""","=""0.000008""","=""2200""","=""2.8e+07""",E,"=""54273.656""","=""108239.375""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4D*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""185.30982""","=""0.00005""","=""185.309665""","=""0.000008""","=""1100""","=""1.4e+06""",D,"=""54275.649""","=""108239.375""","=""3d5.4s2""","=""b 4G""","=""5/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4D*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c148""",
Fe,3,"=""185.3174""","=""0.0005""","=""185.3175""","=""0.0004""","=""3100""","=""2.1e+08""",D+,"=""138914.55""","=""192875.99""","=""3d5.(c 2D).4s""","=""3D""","=""1""","=""3d5.(c 2D).4p""","=""3D*""","=""2""",3,5,,"=""u45""","=""L11223""",
Fe,2,"=""185.33572""","=""0.00004""","=""185.335722""","=""0.000008""","=""2900""","=""8.e+06""",E,"=""54283.236""","=""108239.375""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4D*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""185.37762""","=""0.00004""","=""185.377635""","=""0.000008""","=""2900""","=""1.6e+07""",E,"=""54273.656""","=""108217.596""","=""3d5.4s2""","=""b 4G""","=""9/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4F*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""185.39875""","=""0.00004""","=""185.398868""","=""0.000010""","=""2300""","=""4.e+07""",E,"=""52582.850""","=""106520.612""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""7/2""","=""3d5.4s.(7S).4d""","=""6D""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""185.41049""","=""0.00007""","=""185.410562""","=""0.000008""","=""1100""","=""2.5e+06""",D,"=""54283.236""","=""108217.596""","=""3d5.4s2""","=""b 4G""","=""7/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4F*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""185.466186""","=""0.000015""","=""185.466204""","=""0.000010""","=""10000""","=""8.e+06""",E,"=""52582.850""","=""106501.029""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""7/2""","=""3d5.4s.(7S).4d""","=""6D""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""185.4832""","=""0.0010""","=""185.48086""","=""0.00024""","=""1300000*""","=""3.1e+08""",D+,"=""83647.26""","=""137561.18""","=""3d5.(4F).4s""","=""5F""","=""1""","=""3d5.(4F).4p""","=""5D*""","=""1""",3,3,,"=""u45""","=""L11223""",
Fe,3,"=""185.4832""","=""0.0010""","=""185.48237""","=""0.00024""","=""1300000*""","=""3.5e+08""",C,"=""69837.15""","=""123750.63""","=""3d5.(4D).4s""","=""5D""","=""3""","=""3d5.(4D).4p""","=""5P*""","=""3""",7,7,,"=""u45""","=""L11223""",
Fe,3,"=""185.4832""","=""0.0010""","=""185.48581""","=""0.00024""","=""1300000*""","=""1.3e+08""",D+,"=""69838.15""","=""123750.63""","=""3d5.(4D).4s""","=""5D""","=""2""","=""3d5.(4D).4p""","=""5P*""","=""3""",5,7,,"=""u45""","=""L11223""",
Fe,3,"=""185.4989""","=""0.0005""","=""185.49906""","=""0.00021""","=""120000""","=""2.2e+08""",D+,"=""69788.52""","=""123697.15""","=""3d5.(4D).4s""","=""5D""","=""1""","=""3d5.(4D).4p""","=""5P*""","=""2""",3,5,,"=""u45""","=""L11223""",
Fe,3,"=""185.5375""","=""0.0005""","=""185.53757""","=""0.00021""","=""14000""","=""4.4e+07""",D,"=""83647.26""","=""137544.70""","=""3d5.(4F).4s""","=""5F""","=""1""","=""3d5.(4F).4p""","=""5D*""","=""2""",3,5,,"=""u45""","=""L11223""",
Fe,3,"=""185.5518""","=""0.0005""","=""185.5518""","=""0.0003""","=""35000""","=""1.0e+08""",D+,"=""93512.71""","=""147406.01""","=""3d5.(a 2G).4s""","=""1G""","=""4""","=""3d5.(b 2F).4p""","=""3G*""","=""5""",9,11,,"=""u45""","=""L11223""",
Fe,2,"=""185.632022""","=""0.000009""","=""185.632019""","=""0.000010""","=""30000""","=""6.3e+08""",B+,"=""52966.173""","=""106836.190""","=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""9/2""","=""3d5.(6S).4p2""","=""8P""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
